Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility_Ratio,Item_Type_Combined,Outlet_Years,Outlet,Item
2,FDQ19,242.6512,969.4048,0.014353174,7.35,OUT013,2,0,1,1.0320655640517593,1,26,1,788
2,FDY47,129.131,4933.5779999999995,0.054220618,8.6,OUT027,2,1,3,0.9540786436724839,1,28,5,1204
2,FDE17,151.3366,2720.4588,0.054410179,20.1,OUT013,2,0,1,1.0239137940060836,1,26,1,327
0,FDY25,181.8976,4527.44,0.033974436000000004,12.0,OUT046,0,2,1,1.1418956394840003,1,16,8,1186
0,FDT03,185.5608,3123.9336,0.009996872,21.25,OUT035,1,2,1,0.874563389611396,1,9,6,919
2,FDB49,98.0384,2857.6136,0.030212499,8.3,OUT045,1,1,1,0.9562044845463441,1,11,7,226
0,FDL43,76.067,1454.773,0.027217467999999998,10.1,OUT017,1,1,1,0.9275067525956018,1,6,2,606
0,FDE47,123.5046,1992.0736,0.038123176,14.15,OUT017,1,1,1,0.9348909791394691,1,6,2,348
0,FDS49,78.3644,1728.4168,0.079506434,9.0,OUT045,1,1,1,1.029656115420995,1,11,7,907
0,FDU23,163.6184,2311.6576,0.021811987,12.15,OUT018,2,1,2,1.0409409497117177,1,4,3,985
0,FDU38,192.9504,7478.2656,0.082150145,10.799999999999999,OUT027,2,1,3,0.8704928816515972,1,28,5,998
0,FDV09,148.0734,593.8936,0.036012919,12.099999999999998,OUT019,0,2,0,1.531537211051835,1,28,4,1023
2,FDR20,45.5744,452.744,0.028167478,20.0,OUT049,0,1,1,1.125700923467797,1,14,9,835
2,FDY11,65.8142,856.8846,0.029560451,6.71,OUT046,0,2,1,0.9990697445617298,1,16,8,1175
0,FDG40,31.9558,984.7182,0.039631495,13.650000000000002,OUT027,2,1,3,0.8704928743950263,1,28,5,417
0,FDX20,228.372,2037.348,0.04280099,7.365,OUT017,1,1,1,0.9275067544562484,1,6,2,1132
0,FDZ27,50.035,149.805,0.017141985,7.935,OUT013,2,0,1,1.1230181499874679,1,26,1,1236
0,FDH09,51.3982,473.3838,0.056394770999999996,12.6,OUT017,1,1,1,1.0047208867428725,1,6,2,435
0,FDG29,42.7454,293.6178,0.056379439,17.6,OUT049,0,1,1,1.0006230395738505,1,14,9,410
1,NCA30,190.1872,5105.3544,0.129534812,19.0,OUT049,0,1,1,1.0383296086170233,2,14,9,1269
1,NCL53,175.3028,3010.7476,0.036439877999999995,7.5,OUT017,1,1,1,1.0420006461594855,2,6,2,1386
0,DRE15,77.6012,986.7156,0.016765330000000002,13.35,OUT046,0,2,1,1.0,0,16,8,30
1,NCS38,112.9176,458.0704,0.090191431,8.6,OUT046,0,2,1,1.170820244643762,2,16,8,1484
0,FDY21,196.011,589.2330000000001,0.30374337,15.099999999999998,OUT019,0,2,0,1.9989045855903684,1,28,4,1183
2,FDB58,140.6154,283.6308,0.022590317999999998,10.5,OUT010,2,1,0,1.464116696507697,1,15,0,233
0,FDH41,213.3534,1935.4806,0.08201152099999999,9.0,OUT046,0,2,1,0.9587212908205706,1,16,8,456
0,DRF23,172.4396,1569.9564,0.122843005,4.61,OUT049,0,1,1,1.0383296080536855,0,14,9,41
2,FDE05,146.2102,437.4306,0.05432142,10.895,OUT010,2,1,0,1.7356585077346796,1,15,0,320
0,FDY10,112.7176,1717.764,0.049144165,17.6,OUT049,0,1,1,0.9237238378744549,1,14,9,1174
0,FDS43,188.22400000000002,1304.968,0.040577878,11.65,OUT049,0,1,1,1.1440823045608033,1,14,9,901
1,NCM30,41.9796,784.3124,0.067400032,19.1,OUT049,0,1,1,0.9237238274471004,2,14,9,1397
2,FDY49,165.7184,1816.3024,0.012036432,17.2,OUT045,1,1,1,0.9241603515757765,1,11,7,1206
0,FDN02,206.8638,2070.638,0.073977473,16.5,OUT045,1,1,1,0.931517926691442,1,11,7,654
0,FDP37,128.0994,2184.4898,0.143396175,15.6,OUT045,1,1,1,0.8765027677113848,1,11,7,759
1,NCF07,99.6016,1922.8304,0.03201648,9.0,OUT035,1,2,1,0.9988808504380748,2,9,6,1315
0,FDJ09,44.0744,633.8416,0.058346234000000004,15.0,OUT013,2,0,1,1.3305299943935693,1,26,1,512
0,FDO23,94.3436,2269.0464,0.14571827,17.849999999999998,OUT027,2,1,3,1.0228550258324265,1,28,5,706
0,FDH09,52.4982,1209.7586,0.05580601599999999,12.599999999999998,OUT027,2,1,3,0.9942317148713472,1,28,5,435
0,FDX34,119.3098,1205.098,0.07209744900000001,6.195,OUT049,0,1,1,1.000623041731111,1,14,9,1144
2,FDV60,197.31099999999998,3338.987,0.11754371300000001,20.2,OUT049,0,1,1,0.9599921596419766,1,14,9,1066
0,FDE32,38.7506,227.7036,0.048718334,20.7,OUT013,2,0,1,0.9982383497527207,1,26,1,336
1,NCI30,245.046,4680.5740000000005,0.059175599999999995,20.25,OUT018,2,1,2,0.8782920631577718,2,4,3,1346
0,FDS37,117.7492,695.0952,0.031918284,7.655,OUT013,2,0,1,0.9288589766364921,1,26,1,898
2,FDC57,193.982,579.246,0.09558797599999999,20.099999999999998,OUT019,0,2,0,1.5315372025521616,1,28,4,274
2,DRC01,49.0692,1478.076,0.019308607,5.92,OUT017,1,1,1,0.9348910031260074,0,6,2,8
0,DRD27,99.0042,694.4294,0.023974769,18.75,OUT017,1,1,1,1.1669116984015446,0,6,2,22
2,FDI12,88.3856,703.0848,0.100602552,9.395,OUT045,1,1,1,1.0010958898323017,1,11,7,476
0,FDQ33,149.3708,4514.124,0.091189915,13.35,OUT035,1,2,1,1.0359438884473031,1,9,6,800
2,FDQ27,101.399,206.398,0.077480627,5.19,OUT019,0,2,0,1.798190832285551,1,28,4,796
1,NCB07,196.21099999999998,589.2330000000001,0.12973174699999998,19.2,OUT010,2,1,0,1.5560143924722056,2,15,0,1275
2,FDC08,226.172,3169.208,0.103363904,19.0,OUT013,2,0,1,1.0358324947213973,1,26,1,240
0,FDD20,124.2046,2490.092,0.020714523000000002,14.15,OUT046,0,2,1,1.1601530405508882,1,16,8,289
2,FDS24,88.1514,1151.1682,0.062212712999999996,20.85,OUT035,1,2,1,0.9221155189791568,1,9,6,887
0,FDH34,186.0582,3900.9222,0.031271134,8.63,OUT017,1,1,1,0.9275067741411497,1,6,2,452
1,NCX30,248.4776,6439.6176,0.026729067999999998,16.7,OUT018,2,1,2,1.028941040203891,2,4,3,1534
2,FDM01,104.5332,1845.5976,0.094567181,7.895,OUT046,0,2,1,1.1419727763241472,1,16,8,617
0,FDB20,77.9986,934.7832,0.05193741,7.72,OUT013,2,0,1,0.8740008653006397,1,26,1,204
1,NCK29,121.573,3202.498,0.12648042199999998,5.615,OUT017,1,1,1,1.3084115164019499,2,6,2,1369
2,FDS11,224.9088,2684.5056,0.055644887000000004,7.05,OUT049,0,1,1,0.923723825830469,1,14,9,876
1,NCV41,109.2228,221.0456,0.028519419,14.35,OUT010,2,1,0,1.464116642368184,2,15,0,1515
0,DRL60,151.7682,2439.4912,0.027101431000000002,8.52,OUT049,0,1,1,0.8760887769979657,0,14,9,121
2,FDV10,44.0112,596.5568,0.067083367,7.645,OUT017,1,1,1,1.0664338758998022,1,6,2,1024
0,FDV09,149.5734,2227.101,0.020652362,12.1,OUT018,2,1,2,0.878292062332212,1,4,3,1023
0,FDQ39,192.4846,5159.2842,0.081042136,14.8,OUT046,0,2,1,1.0366184249310293,1,16,8,804
0,DRE49,153.6024,1366.2216,0.021336565,20.75,OUT018,2,1,2,1.1756880115802422,0,4,3,35
0,FDR45,238.6222,8604.7992,0.029001987000000003,10.8,OUT045,1,1,1,1.038241139375115,1,11,7,855
0,DRJ23,190.2872,378.1744,0.069745165,18.35,OUT010,2,1,0,1.7342856226681944,0,15,0,92
2,FDQ26,58.6562,711.0744,0.06814888599999999,13.5,OUT018,2,1,2,1.041127399350285,1,4,3,795
1,NCA06,34.819,1061.951,0.144094079,20.5,OUT017,1,1,1,1.148767682126381,2,6,2,1265
2,FDT24,78.6328,1004.0264,0.186616421,12.35,OUT018,2,1,2,1.1757169579994406,1,4,3,936
0,DRG27,39.1138,609.207,0.105323859,8.895,OUT045,1,1,1,1.03015747229928,0,11,7,57
0,FDR02,110.8886,3558.0352,0.022110425,16.7,OUT045,1,1,1,0.8765027481579148,1,11,7,821
0,DRG37,155.8972,2025.3636,0.019374768,16.2,OUT035,1,2,1,0.9579524777694269,0,9,6,59
0,FDJ07,118.115,1864.24,0.014482278000000001,7.26,OUT018,2,1,2,1.0411273930042038,1,4,3,510
0,FDP32,126.7678,1907.517,0.08780578800000001,6.65,OUT049,0,1,1,1.0382300845337245,1,14,9,755
0,FDV59,218.9166,5660.6316,0.048027043,13.35,OUT046,0,2,1,1.0372044808351013,1,16,8,1065
0,FDP60,99.8016,607.2096,0.055908268,17.35,OUT035,1,2,1,1.331243843572907,1,9,6,774
0,FDE32,39.6506,1024.6662,0.048522793,20.7,OUT027,2,1,3,0.9942317159226518,1,28,5,336
2,FDK26,187.424,3169.208,0.032359413,5.46,OUT017,1,1,1,0.9635532354953724,1,6,2,557
0,FDW28,197.3452,2740.4328,0.088807455,18.25,OUT035,1,2,1,1.0365217557593098,1,9,6,1090
0,FDP56,47.7692,640.4996,0.046556408,8.185,OUT049,0,1,1,0.9237238279109418,1,14,9,770
0,FDT25,122.2072,1960.1152,0.050750977,7.5,OUT046,0,2,1,0.8747287966348545,1,16,8,937
0,FDQ12,230.601,2067.3089999999997,0.035404052000000005,12.65,OUT035,1,2,1,0.8745633905422127,1,9,6,783
0,FDR60,77.2328,231.6984,0.13039045800000001,14.3,OUT035,1,2,1,0.9988808364379188,1,9,6,867
0,FDZ10,128.002,253.00400000000002,0.074422769,17.85,OUT010,2,1,0,1.6047757046705347,1,15,0,1223
0,FDM13,130.5626,131.1626,0.10574254400000001,6.425,OUT010,2,1,0,1.5560143879422672,1,15,0,625
2,FDF26,153.4998,2153.1972,0.046729335999999996,6.825,OUT045,1,1,1,0.9315179314666558,1,11,7,372
0,FDN02,205.3638,5383.6588,0.07347023400000001,16.5,OUT027,2,1,3,0.9251308171774818,1,28,5,654
1,NCI30,245.546,1724.422,0.058886477,20.25,OUT013,2,0,1,0.8740008614432752,2,26,1,1346
1,NCJ31,243.0196,3615.2940000000003,0.18293775,19.2,OUT049,0,1,1,0.9310779324031188,2,14,9,1359
1,NCQ54,166.8474,168.4474,0.020993364,17.7,OUT010,2,1,0,1.7355638391696289,2,15,0,1465
2,FDB02,175.437,2999.429,0.029223423999999998,9.695,OUT045,1,1,1,1.0010958994326524,1,11,7,191
0,FDC02,259.3278,4165.2448,0.068489201,21.349999999999998,OUT027,2,1,3,0.9251308146120316,1,28,5,236
0,FDA11,95.6436,1134.5232,0.043326511,7.75,OUT045,1,1,1,0.9152498649690451,1,11,7,153
0,DRI23,159.6578,2888.2404,0.136532569,18.849999999999998,OUT027,2,1,3,1.1360831745349347,0,28,5,81
2,FDE04,179.86599999999999,2696.49,0.018051091000000002,19.75,OUT049,0,1,1,1.0383296234812927,1,14,9,319
2,FDW38,55.5298,53.9298,0.23212188,5.325,OUT010,2,1,0,2.1787779352124717,1,15,0,1098
2,FDG46,115.4518,113.8518,0.057620562,8.63,OUT019,0,2,0,1.5315372078537874,1,28,4,421
1,NCJ05,152.3682,2287.0229999999997,0.045865089000000005,18.7,OUT027,2,1,3,0.9942317194837605,2,28,5,1352
2,FDU01,185.1924,555.2772,0.021002171,20.25,OUT019,0,2,0,2.3334987024434124,1,28,4,967
2,FDY11,66.6142,1120.5414,0.029727657,6.71,OUT017,1,1,1,1.0047208916199797,1,6,2,1175
0,FDX60,79.296,719.064,0.080527065,14.35,OUT013,2,0,1,0.9982383559229483,1,26,1,1166
1,NCN29,47.8034,437.4306,0.010004942777777777,15.2,OUT049,0,1,1,1.0,2,14,9,1413
2,FDT07,256.633,2050.6639999999998,0.075229446,5.82,OUT049,0,1,1,1.0,1,14,9,921
2,FDI21,61.9168,1214.4192,0.056833394,5.59,OUT018,2,1,2,0.933419529744619,1,4,3,482
2,FDI41,148.0418,2059.9852,0.06225692099999999,18.5,OUT046,0,2,1,0.9587647932453986,1,16,8,495
2,FDE10,133.1626,3672.5528,0.08951254199999999,6.670000000000001,OUT027,2,1,3,1.0318822409603257,1,28,5,323
2,FDQ28,153.5656,3089.312,0.060427062000000004,14.0,OUT046,0,2,1,0.9589528635865967,1,16,8,797
0,FDY32,165.021,815.605,0.216323008,7.605,OUT010,2,1,0,1.4641166661731408,1,15,0,1191
1,NCK05,61.1536,61.2536,0.135612397,20.099999999999998,OUT019,0,2,0,1.999449437937288,2,28,4,1363
0,FDH12,107.12799999999999,1278.336,0.08512595099999999,9.6,OUT045,1,1,1,0.876502769605062,1,11,7,437
2,FDJ27,103.8674,1528.011,0.12256541300000001,17.7,OUT017,1,1,1,1.0047208914298997,1,6,2,522
0,DRL35,43.376999999999995,129.83100000000002,0.023892116555555554,15.7,OUT010,2,1,0,1.0,0,15,0,116
1,NCY29,55.093,1301.639,0.077670981,13.65,OUT017,1,1,1,0.8796766178803593,2,6,2,1543
2,FDC21,110.1254,1844.9318,0.043201813,14.6,OUT017,1,1,1,0.879676618219302,1,6,2,249
0,FDM33,220.1798,5068.7354,0.088215871,15.6,OUT017,1,1,1,1.0338877176221752,1,6,2,637
0,DRJ39,217.5482,1095.241,0.036295834,20.25,OUT013,2,0,1,0.9288589842278987,0,26,1,97
0,FDB22,151.9998,307.5996,0.18652881899999998,8.02,OUT010,2,1,0,1.7360676678222167,1,15,0,206
0,FDC32,93.8462,1295.6468,0.099026525,18.35,OUT013,2,0,1,0.8740008622789281,1,26,1,255
0,FDD02,118.8124,2607.2728,0.0423816885,16.6,OUT046,0,2,1,1.0,1,16,8,278
2,FDL28,228.6668,3455.502,0.063162608,10.0,OUT035,1,2,1,1.1414264069462579,1,9,6,598
2,FDL39,179.4318,2345.6134,0.063429818,16.1,OUT049,0,1,1,0.8760887606011463,1,14,9,604
2,FDV37,196.2426,197.7426,0.139785104,13.0,OUT010,2,1,0,1.556014389182777,1,15,0,1047
2,FDA28,126.5362,1761.7068,0.04807227,16.1,OUT017,1,1,1,0.9639236148403515,1,6,2,166
0,FDL04,105.5622,1905.5196,0.11209743300000001,19.0,OUT049,0,1,1,0.9237238295968867,1,14,9,582
0,FDR10,163.5552,3086.6488,0.010037996,17.6,OUT035,1,2,1,0.9294568684494854,1,9,6,827
0,FDA39,39.1822,1060.6194,0.012789884,6.32,OUT017,1,1,1,1.1583991105153117,1,6,2,175
2,FDR15,153.1314,4653.942,0.033431669,9.3,OUT035,1,2,1,0.8745634032777868,1,9,6,832
2,FDQ40,175.0712,3339.6528,0.03623131,11.1,OUT017,1,1,1,0.8796766071231306,1,6,2,805
0,DRG23,151.2682,2439.4912,0.086360962,8.88,OUT027,2,1,3,1.032181772786869,0,28,5,55
0,FDU36,99.4384,1379.5376,0.046232445,6.15,OUT013,2,0,1,1.0261718405336988,1,26,1,996
0,FDF47,223.9746,897.4984,0.097618234,20.85,OUT046,0,2,1,0.9990697529779526,1,16,8,386
2,FDH14,141.4838,1404.838,0.046808552999999996,17.1,OUT046,0,2,1,0.8747287857495685,1,16,8,438
2,FDO45,86.3856,615.1992,0.03810738,13.15,OUT018,2,1,2,0.933419529867135,1,4,3,721
2,FDK60,95.7068,1069.2748,0.093846532,16.5,OUT035,1,2,1,1.141426410713407,1,9,6,579
0,FDS43,185.924,4101.3279999999995,0.040744057,11.65,OUT017,1,1,1,1.1487676765580677,1,6,2,901
0,FDN44,160.292,4793.76,0.022831052,13.15,OUT049,0,1,1,1.0006230322541814,1,14,9,679
2,FDS34,113.9518,1138.518,0.07687841599999999,19.35,OUT049,0,1,1,1.0006230399438452,1,14,9,895
2,FDU20,122.2098,2771.7254,0.021501067000000002,19.35,OUT045,1,1,1,0.876502760237235,1,11,7,982
2,FDP44,101.4332,1948.1308,0.07964724,16.5,OUT013,2,0,1,0.9288589857300636,1,26,1,763
0,FDC02,258.5278,5206.556,0.068809463,21.35,OUT035,1,2,1,0.929456814048779,1,9,6,236
2,FDT56,57.5246,173.7738,0.115570552,16.0,OUT035,1,2,1,0.8745633901989965,1,9,6,962
1,NCA06,34.919000000000004,73.238,0.14316437099999998,20.5,OUT013,2,0,1,1.1413557293825463,2,26,1,1265
2,FDE04,180.46599999999998,3415.554,0.018008071,19.75,OUT013,2,0,1,1.035855039512813,1,26,1,319
1,NCX06,179.1976,3803.0496,0.015775777,17.6,OUT017,1,1,1,0.8796766156881214,2,6,2,1530
2,FDX49,234.33,3961.51,0.102407778,4.615,OUT017,1,1,1,1.0051717190935496,1,6,2,1157
0,DRM59,154.1998,1384.1982,0.0036067259999999998,5.88,OUT018,2,1,2,0.9260470057264766,0,4,3,129
2,FDJ34,126.0704,1251.704,0.093801337,11.8,OUT049,0,1,1,1.000623032304154,1,14,9,526
0,FDP60,101.9016,1821.6288,0.041997015250000005,17.35,OUT013,2,0,1,1.0,1,26,1,774
2,FDI07,196.9426,5141.3076,0.033760862,12.35,OUT046,0,2,1,1.0274967184451282,1,16,8,472
0,FDV07,111.0228,3205.1612,0.031131455,9.5,OUT027,2,1,3,1.32648030698893,1,28,5,1021
0,FDH41,214.1534,1720.4272,0.082177842,9.0,OUT045,1,1,1,0.9606655967164529,1,11,7,456
1,NCB31,263.291,3418.883,0.118858866,6.235,OUT049,0,1,1,0.9237238324452496,2,14,9,1279
0,FDW34,244.817,4374.306,0.03711723509999999,9.6,OUT035,1,2,1,1.0,1,9,6,1094
0,FDX45,156.16299999999998,782.315,0.105448901,16.75,OUT017,1,1,1,1.0334068421503746,1,6,2,1153
2,FDH14,141.3838,1685.8056,0.046881328,17.1,OUT049,0,1,1,0.876088759158337,1,14,9,438
2,FDF26,154.5998,153.7998,0.078057026,6.825,OUT010,2,1,0,1.5560143930989943,1,15,0,372
2,FDU24,92.212,4101.3279999999995,0.140955857,6.78,OUT017,1,1,1,1.1667153278315632,1,6,2,986
2,FDX11,181.9634,3453.5046,0.107186944,16.0,OUT018,2,1,2,1.0031395388831053,1,4,3,1125
0,FDF35,105.9938,1179.1318,0.15396020900000001,15.0,OUT035,1,2,1,0.9988808353771302,1,9,6,378
1,NCC43,251.3066,1004.0264,0.093160853,7.39,OUT018,2,1,2,1.0317580575349978,2,4,3,1291
0,FDG29,42.5454,419.454,0.05629192,17.6,OUT046,0,2,1,0.9990697511879822,1,16,8,410
2,FDS44,239.6538,3845.6608,0.15604396,12.65,OUT046,0,2,1,1.0278323520426491,1,16,8,902
0,FDZ10,127.102,2024.0320000000002,0.044463490999999994,17.85,OUT046,0,2,1,0.9587647847614614,1,16,8,1223
2,FDC52,150.4708,1956.1204,0.00827301,11.15,OUT013,2,0,1,1.0267170745709928,1,26,1,271
0,DRL35,42.876999999999995,1168.479,0.030697825,15.7,OUT035,1,2,1,1.2848516341622291,0,9,6,116
1,NCP55,56.4614,55.2614,0.009800793299999997,14.65,OUT010,2,1,0,1.0,2,15,0,1451
0,FDV38,55.0956,2020.0372,0.101281,19.25,OUT027,2,1,3,0.8704928767178809,1,28,5,1048
0,FDL44,160.4894,3073.9986,0.012300013,18.25,OUT045,1,1,1,0.9241603819792088,1,11,7,607
2,FDZ47,98.7042,1884.8798,0.0687943465,20.7,OUT017,1,1,1,1.0,1,6,2,1252
0,FDT45,53.3956,1364.89,0.057313443,15.85,OUT046,0,2,1,1.036618418282967,1,16,8,953
2,FDN23,145.7444,3193.1768,0.075625152,6.575,OUT049,0,1,1,1.0006230313029516,1,14,9,667
1,NCP43,177.86599999999999,2336.958,0.030568919,17.75,OUT045,1,1,1,0.9241603466336892,2,11,7,1447
0,DRJ24,185.2924,370.1848,0.19842484100000002,11.799999999999999,OUT019,0,2,0,1.5315371976571612,0,28,4,93
2,FDA02,143.5786,3756.4436,0.029578726,14.0,OUT027,2,1,3,0.8704928874445331,1,28,5,146
0,FDH33,44.9428,175.7712,0.213125482,12.849999999999998,OUT019,0,2,0,1.7981908262666497,1,28,4,451
2,FDF56,181.2976,3078.6592,0.120137953,16.7,OUT017,1,1,1,0.8796766188629697,1,6,2,390
1,NCN26,115.1808,2109.2544,0.028679893999999997,10.85,OUT046,0,2,1,1.1708202430342776,2,16,8,1412
0,FDD22,113.7544,3243.7776,0.09980462300000001,10.0,OUT049,0,1,1,0.9310779372690575,1,14,9,291
2,FDU15,37.9532,71.9064,0.044526443,13.65,OUT010,2,1,0,1.7760171418132027,1,15,0,979
2,FDB41,46.8718,189.0872,0.162882227,19.0,OUT010,2,1,0,1.4641166688499425,1,15,0,221
2,FDZ35,102.499,2579.975,0.022404492999999998,9.6,OUT017,1,1,1,1.0335903261978163,1,6,2,1242
0,FDT60,124.1388,1486.0656,0.075975642,12.0,OUT017,1,1,1,0.8796766137175948,1,6,2,966
2,FDE51,43.8086,312.2602,0.09644909,5.925,OUT035,1,2,1,0.8628943835451548,1,9,6,350
1,NCQ06,254.5014,4845.0266,0.041816615,13.0,OUT035,1,2,1,0.9221155181489515,2,9,6,1454
2,FDS28,58.5588,171.7764,0.08286768900000001,8.18,OUT017,1,1,1,0.9275067641961453,1,6,2,891
0,FDH32,96.541,1834.279,0.076214289,12.8,OUT045,1,1,1,0.8765027651582743,1,11,7,450
0,FDW37,89.7488,2082.6224,0.12430196800000001,19.2,OUT045,1,1,1,1.1438217277894644,1,11,7,1097
2,FDY33,159.4262,2705.1454,0.09720112800000001,14.5,OUT046,0,2,1,1.0275721664085464,1,16,8,1192
0,FDF17,196.81099999999998,3731.809,0.042861968,5.19,OUT017,1,1,1,0.9275067588284357,1,6,2,367
2,FDG56,61.0536,1592.5936,0.0713931,13.3,OUT013,2,0,1,0.9288589822194583,1,26,1,426
1,NCB18,88.8514,2125.2336,0.041256807,19.6,OUT013,2,0,1,0.8740008511088363,2,26,1,1276
0,FDU14,248.275,998.7,0.034746076,17.75,OUT035,1,2,1,1.037008357510212,1,9,6,978
0,FDU22,119.1124,3673.8844,0.093441604,12.35,OUT049,0,1,1,1.0290942034805584,1,14,9,984
1,NCV41,109.8228,2099.9332,0.017024598000000002,14.35,OUT013,2,0,1,0.8740008785392193,2,26,1,1515
0,FDY52,63.2536,1225.072,0.007363189,6.365,OUT045,1,1,1,1.062973922005298,1,11,7,1209
0,DRG48,143.9102,3062.0142,0.014484582,5.78,OUT027,2,1,3,0.870492872804454,0,28,5,61
2,FDU01,184.7924,4442.2176,0.011937183,20.25,OUT027,2,1,3,1.326310553386579,1,28,5,967
1,NCP53,238.6906,4278.4308,0.032862976,14.75,OUT013,2,0,1,0.9982383455719037,2,26,1,1449
0,FDC17,211.9928,631.1784,0.015484763,12.15,OUT049,0,1,1,0.9237238034889358,1,14,9,247
1,NCZ30,121.5098,602.549,0.026163192000000002,6.59,OUT013,2,0,1,0.9583002881857364,2,26,1,1554
2,FDK03,255.6356,2797.6916,0.073920438,12.6,OUT046,0,2,1,0.9296326018231862,1,16,8,544
0,FDE08,149.8734,445.4202,0.08635240300000001,18.2,OUT019,0,2,0,1.5113318086578635,1,28,4,321
1,NCM07,83.9908,2348.9424,0.03976832,9.394999999999998,OUT027,2,1,3,0.9178236841840459,2,28,5,1391
2,FDY35,47.7402,1975.4286,0.015950066000000002,17.599999999999998,OUT027,2,1,3,0.8704928597204485,1,28,5,1194
2,FDS28,59.2588,1374.2112,0.082002559,8.18,OUT027,2,1,3,0.9178236906533437,1,28,5,891
0,FDI56,92.7146,2006.7212,0.09330766800000001,7.325,OUT013,2,0,1,0.8740008623628253,1,26,1,503
0,FDR23,175.83700000000002,352.874,0.143199389,15.849999999999998,OUT019,0,2,0,1.679257561790337,1,28,4,838
2,FDF29,130.531,908.817,0.019965179,15.1,OUT049,0,1,1,0.9310779128919532,1,14,9,374
2,FDA47,164.12099999999998,6035.477,0.11610879699999999,10.5,OUT027,2,1,3,1.0228550254169464,1,28,5,181
2,FDI10,172.9422,1379.5376,0.07833908099999999,8.51,OUT013,2,0,1,0.9982383511375938,1,26,1,475
0,FDC45,170.2106,171.1106,0.237651344,17.0,OUT019,0,2,0,1.8003477829528243,1,28,4,265
2,FDA27,257.2672,2045.3376,0.031102571000000002,20.35,OUT017,1,1,1,1.033887712713631,1,6,2,165
1,NCR41,96.9094,1332.9316,0.018097419,17.85,OUT018,2,1,2,1.1461567445950132,2,4,3,1473
0,FDR09,258.4962,2848.9582,0.078041216,18.25,OUT018,2,1,2,0.8782920678050403,1,4,3,826
1,NCB06,160.49200000000002,1278.336,0.08226356,17.6,OUT013,2,0,1,0.9288589916144275,2,26,1,1274
0,FDE53,106.428,1491.392,0.026880159,10.895,OUT046,0,2,1,0.8747287819875977,1,16,8,352
0,DRE27,99.6726,195.7452,0.22206335100000002,11.85,OUT010,2,1,0,1.5560143928793448,0,15,0,32
1,NCA06,35.919000000000004,585.904,0.142589751,20.5,OUT027,2,1,3,1.1367746606107791,2,28,5,1265
0,FDL56,88.6198,1133.8574,0.126292985,14.1,OUT018,2,1,2,0.9260469369403395,1,4,3,614
2,FDT09,131.7284,1186.4556,0.012260981,15.15,OUT035,1,2,1,0.9583206619374381,1,9,6,923
0,DRH03,91.61200000000001,93.212,0.05869048,17.25,OUT010,2,1,0,1.6037192867144503,0,15,0,65
1,NCQ53,237.05900000000003,2836.308,0.018982338,17.6,OUT018,2,1,2,1.0031395311683748,2,4,3,1464
1,NCT18,179.6976,3621.952,0.059405152,14.6,OUT046,0,2,1,0.8747287900423492,2,16,8,1492
0,FDL43,76.467,1761.0410000000002,0.027059264,10.1,OUT035,1,2,1,0.922115535518112,1,9,6,606
0,FDJ53,119.2098,1325.6078,0.071244438,10.5,OUT035,1,2,1,0.8745633892430014,1,9,6,537
1,NCQ02,186.9556,3942.8676,0.007455054,12.6,OUT035,1,2,1,1.035943961141243,2,9,6,1452
1,NCJ05,153.6682,3506.7686,0.046088273,18.7,OUT046,0,2,1,0.9990697480784779,2,16,8,1352
0,FDT40,127.1678,3560.6984,0.09618555599999999,5.985,OUT018,2,1,2,1.0317580592664246,1,4,3,950
0,FDA48,221.4114,5099.3622,0.11487406,12.1,OUT046,0,2,1,0.9990697453937325,1,16,8,182
2,FDV37,196.0426,2570.6538,0.08364371599999999,13.0,OUT049,0,1,1,0.9310779327439472,1,14,9,1047
2,FDX07,181.695,2563.33,0.022965292,19.2,OUT045,1,1,1,1.287700846708068,1,11,7,1121
0,DRG48,146.3102,2187.153,0.014584584,5.78,OUT045,1,1,1,0.8765027823942642,0,11,7,61
2,FDF44,130.9968,2348.9424,0.059716729,7.17,OUT035,1,2,1,0.9294568190498103,1,9,6,383
2,FDS24,88.1514,1682.4766,0.062224479000000006,20.85,OUT046,0,2,1,0.9222899143828152,1,16,8,887
1,NCQ50,215.7218,4274.436,0.034360687,18.75,OUT049,0,1,1,1.1433863834513736,2,14,9,1463
0,FDT25,123.4072,3185.1872,0.050708743,7.5,OUT013,2,0,1,0.8740008639293012,1,26,1,937
2,FDO03,230.5352,4580.704000000001,0.036957777000000004,10.395,OUT045,1,1,1,1.0295805187637295,1,11,7,692
2,FDJ55,223.5404,1800.3232,0.023530952999999997,12.8,OUT046,0,2,1,0.9296325908673128,1,16,8,538
2,FDM36,170.4422,517.3266,0.058681957,11.65,OUT013,2,0,1,0.9215224150234594,1,26,1,639
0,FDM21,258.0646,5668.6212,0.064728148,20.2,OUT017,1,1,1,0.9275067704542105,1,6,2,630
2,FDK58,103.0016,2125.2336,0.03877750711111111,11.35,OUT035,1,2,1,1.0,1,9,6,578
2,FDD26,186.5924,555.2772,0.12077345099999999,8.71,OUT010,2,1,0,1.4448007458405732,1,15,0,293
